,loan_amnt,int_rate,installment
36098,7500,10.95%,245.36
36099,4000,9.32%,127.79
36100,3000,10.95%,98.15
36101,6000,7.68%,187.15
36102,6200,13.79%,211.27
36103,3000,14.74%,103.62
36104,2000,11.58%,66.03
36105,7000,14.11%,239.61
36106,25000,11.26%,821.59
36107,5000,8.00%,156.69
36108,8800,18.21%,319.08
36109,3000,9.32%,95.85
36110,25000,14.11%,855.73
36111,7800,12.84%,262.22
36112,16750,20.11%,623.4
36113,5000,9.63%,160.48
36114,9600,8.00%,300.83
36115,4000,12.53%,133.87
36116,16000,10.95%,523.42
36117,5000,10.95%,163.57
36118,5400,12.53%,180.72
36119,19200,11.89%,636.75
36120,15000,13.47%,508.84
36121,5000,8.00%,156.69
36122,18000,13.16%,607.87
36123,25000,12.84%,840.45
36124,17000,11.58%,561.23
36125,4000,8.00%,125.35
36126,12250,15.05%,424.97
36127,4200,14.42%,144.41
36128,5000,9.63%,160.48
36129,10000,8.00%,313.37
36130,10000,12.53%,334.67
36131,6000,8.00%,188.02
36132,10000,11.89%,331.64
36133,9000,11.26%,295.77
36134,9000,11.58%,297.13
36135,15000,11.58%,495.21
36136,9600,10.95%,314.06
36137,10000,11.26%,328.64
36138,7000,9.32%,223.63
36139,3200,12.21%,106.61
36140,2000,11.89%,66.33
36141,10000,14.42%,343.83
36142,5000,11.58%,165.07
36143,4000,9.32%,127.79
36144,2500,18.21%,90.65
36145,8000,11.58%,264.11
36146,6000,9.63%,192.57
36147,7400,16.32%,261.32
36148,20000,16.32%,706.27
36149,12000,9.63%,385.14
36150,12000,9.32%,383.37
36151,2500,15.68%,87.51
36152,10000,9.32%,319.47
36153,6000,14.11%,205.38
36154,8000,12.21%,266.52
36155,20000,11.58%,660.27
36156,25000,18.84%,914.42
36157,4800,13.47%,162.83
36158,2400,11.58%,79.24
36159,18000,11.58%,594.25
36160,10000,9.63%,320.95
36161,3000,12.21%,99.95
36162,5000,9.63%,160.48
36163,5000,19.16%,183.69
36164,5000,15.05%,173.46
36165,10700,9.63%,343.41
36166,1000,14.11%,34.23
36167,10000,12.21%,333.15
36168,10000,12.21%,333.15
36169,1000,9.63%,32.1
36170,7000,14.42%,240.68
36171,20000,10.95%,654.28
36172,7200,11.26%,236.62
36173,9600,19.16%,352.67
36174,20000,11.58%,660.27
36175,12000,11.89%,397.97
36176,16000,13.47%,542.77
36177,12000,18.84%,438.93
36178,19400,11.89%,643.39
36179,13000,9.63%,417.23
36180,2800,14.42%,96.28
36181,4550,12.84%,152.97
36182,10000,12.53%,334.67
36183,6800,11.89%,225.52
36184,1600,11.89%,53.07
36185,20000,11.89%,663.28
36186,4000,16.32%,141.26
36187,5600,10.95%,183.2
36188,7000,9.32%,223.63
36189,23475,11.58%,775.0
36190,6000,16.95%,213.77
36191,18400,13.16%,621.37
36192,6250,13.47%,212.02
36193,10000,12.53%,334.67
36194,6000,12.53%,200.8
36195,3200,9.32%,102.23
36196,4200,8.00%,131.62
36197,7000,7.68%,218.34
36198,17400,15.05%,603.63
36199,16000,11.26%,525.82
36200,12000,9.32%,383.37
36201,12000,11.89%,397.97
36202,10000,14.11%,342.29
36203,10000,14.74%,345.37
36204,12000,11.26%,394.36
36205,9250,9.63%,296.88
36206,7800,10.95%,255.17
36207,8400,11.89%,278.58
36208,3200,9.63%,102.71
36209,2000,16.00%,70.32
36210,12000,10.95%,392.57
36211,4450,9.32%,142.17
36212,10000,10.95%,327.14
36213,15000,12.21%,499.73
36214,2700,12.84%,90.77
36215,15000,13.47%,508.84
36216,15000,13.47%,508.84
36217,12000,11.89%,397.97
36218,5000,10.95%,162.76
36219,16000,9.63%,513.51
36220,4000,14.42%,137.54
36221,20000,15.68%,700.04
36222,12000,13.16%,405.25
36223,3600,7.68%,112.29
36224,8000,13.16%,270.17
36225,12500,9.32%,399.34
36226,4000,9.32%,127.79
36227,1600,19.16%,58.78
36228,4000,12.53%,133.87
36229,8000,12.21%,266.52
36230,6200,13.79%,211.27
36231,5000,13.79%,170.38
36232,1000,9.32%,31.95
36233,13000,11.26%,427.23
36234,9600,13.79%,327.13
36235,7200,10.95%,235.54
36236,5600,12.84%,188.27
36237,15000,11.89%,497.46
36238,4800,14.11%,164.3
36239,1300,7.68%,40.55
36240,3000,13.47%,101.77
36241,2800,12.84%,94.14
36242,8000,12.53%,267.73
36243,3200,13.16%,108.07
36244,10000,13.79%,340.76
36245,8000,9.32%,255.58
36246,3000,7.68%,93.58
36247,15200,12.21%,506.39
36248,3000,11.26%,98.59
36249,12000,9.32%,383.37
36250,6000,14.11%,205.38
36251,3500,11.89%,116.08
36252,7000,8.00%,219.36
36253,12000,11.89%,397.97
36254,8000,9.32%,255.58
36255,25000,12.53%,836.66
36256,5000,9.32%,159.74
36257,25000,11.58%,825.34
36258,13000,13.47%,441.0
36259,8800,12.84%,295.84
36260,3100,9.32%,99.04
36261,16000,13.47%,542.77
36262,11600,15.05%,402.42
36263,20000,12.21%,666.3
36264,5000,8.00%,156.69
36265,21000,16.95%,748.17
36266,10400,11.58%,343.34
36267,4200,11.89%,139.29
36268,20000,11.89%,663.28
36269,5000,9.32%,159.74
36270,7500,11.26%,246.48
36271,20000,12.84%,672.36
36272,8000,12.21%,266.52
36273,14400,10.95%,471.08
36274,6000,12.53%,200.8
36275,25000,11.58%,825.34
36276,6600,9.63%,211.83
36277,5000,8.00%,156.69
36278,15000,11.26%,492.95
36279,10000,9.63%,320.95
36280,12000,11.26%,394.36
36281,14500,11.58%,478.7
36282,10000,13.79%,340.76
36283,6000,8.00%,188.02
36284,12000,12.84%,403.42
36285,9200,11.89%,305.11
36286,3700,16.32%,130.66
36287,4800,13.79%,163.57
36288,4000,9.63%,128.38
36289,4500,11.89%,149.24
36290,7000,9.32%,223.63
36291,20000,12.21%,666.3
36292,3500,12.84%,117.67
36293,10000,9.63%,320.95
36294,9500,11.26%,312.21
36295,12000,9.32%,383.37
36296,7000,7.68%,218.34
36297,16000,14.74%,552.59
36298,2500,11.89%,82.91
36299,7000,12.84%,235.33
36300,5000,9.32%,159.74
36301,5000,9.32%,159.74
36302,10000,9.63%,320.95
36303,8800,9.63%,282.43
36304,3400,12.21%,113.28
36305,8000,12.84%,268.95
36306,5000,10.95%,163.57
36307,8500,12.21%,283.18
36308,5000,12.21%,166.58
36309,6400,10.95%,209.37
36310,9200,9.32%,293.91
36311,20000,12.21%,666.3
36312,4000,11.89%,132.66
36313,7800,14.42%,268.19
36314,10000,13.16%,337.71
36315,7000,13.79%,238.53
36316,4000,7.68%,124.77
36317,16000,12.84%,537.89
36318,4000,11.89%,132.66
36319,5000,11.58%,165.07
36320,15000,14.42%,515.74
36321,5000,7.68%,155.96
36322,6400,9.32%,204.46
36323,12000,11.58%,396.17
36324,10000,15.05%,346.92
36325,11500,11.26%,377.93
36326,4800,11.89%,159.19
36327,3000,14.11%,102.69
36328,5000,9.32%,159.74
36329,6500,10.95%,212.64
36330,4000,10.95%,130.86
36331,4800,11.89%,159.19
36332,14000,11.26%,447.77
36333,10000,9.32%,319.47
36334,6000,12.21%,199.89
36335,6000,8.00%,188.02
36336,6000,11.89%,198.99
36337,7200,9.32%,230.02
36338,10000,9.32%,319.47
36339,13500,10.95%,441.64
36340,6400,8.00%,200.56
36341,22800,12.21%,759.58
36342,6000,8.00%,188.02
36343,2500,13.47%,84.81
36344,4000,13.79%,136.31
36345,3200,11.26%,105.17
36346,1700,13.16%,57.41
36347,7600,12.21%,253.2
36348,6000,11.89%,198.99
36349,3000,7.68%,93.58
36350,8000,14.42%,275.07
36351,2000,13.16%,67.55
36352,21000,16.32%,741.59
36353,4325,11.89%,143.44
36354,6000,14.74%,207.23
36355,10000,13.16%,337.71
36356,4000,12.21%,133.26
36357,7000,9.63%,224.66
36358,6000,11.89%,198.99
36359,2400,13.16%,81.05
36360,14000,12.21%,466.41
36361,3250,14.11%,111.25
36362,6000,7.68%,187.15
36363,25000,14.42%,859.57
36364,6000,9.32%,191.69
36365,5550,12.53%,185.74
36366,6000,7.68%,187.15
36367,5000,11.58%,165.07
36368,11200,14.42%,385.09
36369,9600,10.95%,314.06
36370,2400,11.89%,79.6
36371,15000,17.26%,536.77
36372,10000,14.42%,343.83
36373,1500,7.37%,46.57
36374,3000,11.89%,99.5
36375,20200,14.74%,697.65
36376,9200,12.84%,309.29
36377,9000,13.16%,303.94
36378,2000,14.42%,68.77
36379,25000,14.74%,863.42
36380,7200,9.63%,231.08
36381,4400,11.89%,145.93
36382,17000,10.95%,556.14
36383,9600,13.47%,325.66
36384,10000,9.63%,320.95
36385,8500,11.58%,280.62
36386,6000,13.79%,204.46
36387,18000,9.63%,577.7
36388,17000,11.26%,558.68
36389,7000,11.58%,231.1
36390,8000,10.95%,261.71
36391,10000,12.21%,333.15
36392,7000,13.47%,237.46
36393,25000,15.37%,871.16
36394,15000,11.89%,497.46
36395,6000,11.89%,198.99
36396,6000,7.68%,187.15
36397,12000,14.11%,410.75
36398,19000,12.53%,635.86
36399,13800,13.47%,468.14
36400,15000,10.95%,490.71
36401,2500,12.84%,84.05
36402,12800,12.84%,430.31
36403,7000,8.00%,219.36
36404,25000,11.89%,829.1
36405,6000,12.53%,200.8
36406,10000,11.26%,328.64
36407,9600,12.21%,319.83
36408,3600,11.89%,119.4
36409,2150,13.47%,72.94
36410,9800,13.79%,333.94
36411,15600,12.21%,519.72
36412,1500,13.79%,51.12
36413,2100,12.21%,69.97
36414,6000,9.63%,192.57
36415,1500,11.89%,49.75
36416,11300,14.42%,388.53
36417,10000,12.84%,336.18
36418,11200,9.32%,357.81
36419,9000,12.21%,299.84
36420,15000,11.58%,495.21
36421,7200,8.00%,225.62
36422,2800,9.32%,89.46
36423,10000,11.26%,328.64
36424,7200,8.00%,225.62
36425,15000,11.58%,495.21
36426,1800,12.53%,60.24
36427,11500,11.58%,379.66
36428,10000,9.32%,319.47
36429,6000,12.21%,199.89
36430,2500,11.89%,82.91
36431,7700,12.53%,257.69
36432,15000,12.53%,502.0
36433,10000,9.32%,319.47
36434,1200,11.26%,39.44
36435,7000,10.95%,229.0
36436,5000,9.32%,159.74
36437,18500,13.16%,624.75
36438,18000,11.58%,594.25
36439,4000,10.95%,130.86
36440,8000,12.53%,267.73
36441,6500,11.89%,215.57
36442,5600,13.79%,190.83
36443,7000,12.84%,235.33
36444,20000,14.11%,684.58
36445,2500,12.53%,83.67
36446,8400,11.89%,278.58
36447,6000,9.32%,191.69
36448,13000,9.63%,417.23
36449,11250,12.21%,374.8
36450,12000,12.21%,399.78
36451,9600,9.63%,308.11
36452,4000,11.26%,131.46
36453,9100,15.37%,317.11
36454,6000,14.74%,207.23
36455,3600,9.63%,115.54
36456,20000,11.58%,660.27
36457,5500,11.89%,182.41
36458,14900,9.63%,478.21
36459,3600,9.63%,115.54
36460,2500,13.47%,84.81
36461,18000,10.95%,588.85
36462,10000,13.79%,340.76
36463,3500,13.16%,118.2
36464,12000,12.84%,403.42
36465,6500,10.95%,212.64
36466,16000,11.58%,528.22
36467,10600,13.16%,357.97
36468,2400,14.11%,82.15
36469,7200,14.42%,247.56
36470,20000,11.89%,663.28
36471,9250,11.89%,306.77
36472,15000,11.26%,492.95
36473,1750,15.05%,60.71
36474,25000,12.53%,836.66
36475,15000,13.47%,508.84
36476,20000,12.21%,666.3
36477,1800,11.58%,59.43
36478,10000,9.32%,319.47
36479,8500,11.89%,281.9
36480,16000,13.47%,542.77
36481,9500,12.84%,319.38
36482,16000,12.21%,533.04
36483,12500,9.63%,401.18
36484,10000,12.53%,334.67
36485,4975,12.21%,165.75
36486,3000,12.21%,99.95
36487,3000,13.79%,102.23
36488,20000,13.47%,678.46
36489,6000,9.32%,191.69
36490,2500,13.16%,84.43
36491,10000,10.95%,327.14
36492,10000,9.32%,319.47
36493,4000,10.95%,130.86
36494,3200,9.63%,102.71
36495,3500,11.58%,115.55
36496,10000,10.95%,327.14
36497,4000,9.32%,127.79
36498,5000,9.63%,160.48
36499,2000,11.89%,66.33
36500,12000,11.58%,396.17
36501,3000,8.00%,94.01
36502,20000,15.68%,700.04
36503,15000,12.53%,502.0
36504,3000,13.47%,101.77
36505,10000,11.26%,328.64
36506,3000,12.53%,100.4
36507,10000,13.16%,337.71
36508,12000,9.63%,385.14
36509,17000,13.47%,576.69
36510,3200,11.26%,105.17
36511,15000,13.47%,508.84
36512,5000,7.68%,155.96
36513,15000,12.53%,502.0
36514,5900,9.63%,189.36
36515,13000,11.89%,431.14
36516,16400,13.79%,558.84
36517,1800,11.26%,59.16
36518,12000,13.79%,408.91
36519,15000,11.26%,492.95
36520,6000,11.89%,198.99
36521,15250,15.68%,533.78
36522,22000,11.58%,726.3
36523,6000,14.11%,205.38
36524,6000,11.89%,198.99
36525,5400,15.68%,189.01
36526,7000,12.53%,234.27
36527,23000,11.58%,759.31
36528,15000,11.89%,497.46
36529,10000,10.95%,327.14
36530,4000,13.16%,135.09
36531,4500,13.16%,151.97
36532,7000,9.32%,223.63
36533,6600,13.79%,224.9
36534,15000,13.16%,506.56
36535,2400,8.00%,75.21
36536,1000,8.00%,31.34
36537,2400,14.42%,82.52
36538,10000,9.32%,319.47
36539,7000,13.16%,236.4
36540,10000,10.95%,327.14
36541,4800,12.53%,160.64
36542,8600,13.16%,290.43
36543,5000,9.32%,159.74
36544,18000,13.16%,607.87
36545,4000,9.63%,128.38
36546,4500,9.32%,143.77
36547,11500,10.95%,376.21
36548,8000,8.00%,250.69
36549,12000,11.58%,396.17
36550,3000,9.63%,96.29
36551,5600,12.84%,188.27
36552,20000,12.84%,672.36
36553,5000,7.68%,155.96
36554,9600,11.26%,315.49
36555,6000,11.89%,198.99
36556,20000,12.21%,666.3
36557,6400,9.32%,204.46
36558,14500,9.63%,465.37
36559,14000,9.63%,449.32
36560,13000,17.26%,465.2
36561,10000,11.58%,330.14
36562,6000,7.68%,187.15
36563,6000,12.84%,201.71
36564,5000,11.58%,165.07
36565,9000,9.32%,287.53
36566,18000,11.89%,596.96
36567,9800,16.32%,346.08
36568,3500,7.68%,109.17
36569,4000,11.58%,132.06
36570,12000,11.26%,394.36
36571,4000,12.21%,133.26
36572,1500,13.16%,50.66
36573,13000,14.11%,444.98
36574,6000,8.00%,188.02
36575,9600,11.26%,315.49
36576,10000,16.00%,351.58
36577,18000,12.84%,605.13
36578,7200,11.58%,237.7
36579,5500,14.74%,189.96
36580,3500,12.53%,117.14
36581,3200,13.16%,108.07
36582,5000,8.00%,156.69
36583,14500,12.84%,487.46
36584,6250,12.53%,209.17
36585,10000,13.47%,339.23
36586,4750,9.32%,151.75
36587,18000,11.26%,591.54
36588,3000,9.63%,96.29
36589,14500,11.26%,476.52
36590,3000,13.47%,101.77
36591,17000,11.89%,563.79
36592,9000,13.79%,306.68
36593,9500,11.89%,315.06
36594,16000,11.89%,530.63
36595,6450,14.42%,221.77
36596,15000,13.16%,506.56
36597,5600,11.58%,184.88
36598,3600,11.58%,118.85
36599,25000,11.26%,821.59
36600,6000,9.32%,191.69
36601,9000,13.79%,306.68
36602,10000,8.00%,313.37
36603,4500,10.95%,147.22
36604,15000,13.16%,506.56
36605,9000,14.11%,308.06
36606,5000,9.32%,159.74
36607,4750,13.16%,159.57
36608,9000,12.84%,302.57
36609,6600,8.00%,206.82
36610,9000,11.58%,297.13
36611,6400,9.32%,204.46
36612,7600,12.84%,255.5
36613,6000,12.84%,201.71
36614,10000,11.26%,328.64
36615,3000,10.95%,98.15
36616,3600,7.68%,112.29
36617,10000,8.00%,313.37
36618,12400,11.26%,407.51
36619,5600,11.58%,184.88
36620,12000,11.58%,396.17
36621,12000,9.63%,385.14
36622,15000,11.58%,495.21
36623,10000,9.32%,319.47
36624,21600,11.89%,716.35
36625,5000,13.79%,170.38
36626,4000,8.00%,125.35
36627,19200,13.79%,654.25
36628,2500,11.58%,82.54
36629,11400,11.89%,378.07
36630,10750,14.11%,367.97
36631,3000,9.63%,96.29
36632,2000,15.05%,69.39
36633,5000,14.42%,171.92
36634,8500,12.21%,283.18
36635,6000,14.11%,205.38
36636,5500,12.53%,184.07
36637,2800,9.32%,89.46
36638,20800,12.21%,692.95
36639,2400,16.00%,84.38
36640,5500,12.21%,183.24
36641,15250,11.89%,505.76
36642,2800,10.95%,91.6
36643,10000,10.95%,327.14
36644,5000,12.21%,166.58
36645,9000,11.26%,295.77
36646,16000,11.58%,528.22
36647,19200,11.89%,636.75
36648,20000,14.74%,690.74
36649,12000,11.58%,396.17
36650,5200,12.53%,174.03
36651,3000,9.63%,96.29
36652,8000,12.84%,268.95
36653,16750,12.53%,560.56
36654,8000,9.63%,256.76
36655,7000,9.63%,224.66
36656,18000,13.79%,613.36
36657,6000,12.21%,199.89
36658,3600,7.68%,112.29
36659,25000,11.58%,825.34
36660,14400,12.84%,484.1
36661,12250,11.26%,402.58
36662,4500,12.21%,149.92
36663,8000,11.26%,262.91
36664,15000,10.95%,490.71
36665,11200,12.21%,373.13
36666,8500,13.47%,288.35
36667,14400,15.37%,501.79
36668,5000,8.00%,156.69
36669,6600,13.47%,223.89
36670,1600,12.84%,53.79
36671,3000,9.32%,95.85
36672,8000,10.95%,261.71
36673,10000,12.84%,336.18
36674,8500,7.68%,265.13
36675,25000,14.11%,855.73
36676,18000,11.26%,591.54
36677,3000,11.89%,99.5
36678,8500,15.37%,296.2
36679,20000,12.21%,666.3
36680,6800,13.16%,229.64
36681,5000,12.53%,167.34
36682,13000,12.53%,435.07
36683,3200,12.21%,106.61
36684,8400,12.53%,281.12
36685,18500,11.26%,607.98
36686,12500,11.26%,410.8
36687,3250,9.63%,104.31
36688,10400,9.32%,332.25
36689,14000,11.26%,460.09
36690,1500,10.95%,49.08
36691,8000,12.21%,266.52
36692,12000,11.58%,396.17
36693,3000,13.47%,101.77
36694,15000,9.63%,481.42
36695,6000,8.00%,188.02
36696,7000,12.84%,235.33
36697,12500,11.89%,414.55
36698,12000,9.63%,385.14
36699,1200,9.63%,38.52
36700,5000,11.89%,165.82
36701,7000,8.00%,219.36
36702,22400,14.11%,766.73
36703,7000,12.21%,233.21
36704,7000,12.21%,233.21
36705,7750,12.53%,259.37
36706,13000,11.58%,429.18
36707,3600,13.16%,121.58
36708,9000,13.47%,305.31
36709,10000,12.53%,334.67
36710,25000,14.11%,855.73
36711,10000,12.21%,333.15
36712,10000,8.00%,313.37
36713,9000,12.21%,299.84
36714,6000,9.63%,192.57
36715,15000,11.26%,492.95
36716,20000,13.79%,681.51
36717,8800,11.58%,290.52
36718,5500,12.53%,184.07
36719,23100,14.74%,797.8
36720,8500,12.21%,283.18
36721,3000,11.58%,99.05
36722,5000,10.95%,163.57
36723,11400,9.32%,364.2
36724,1000,11.26%,32.87
36725,13000,10.95%,425.28
36726,2500,9.63%,80.24
36727,25000,15.37%,871.16
36728,10000,13.16%,337.71
36729,7000,13.47%,237.46
36730,7000,9.32%,223.63
36731,3000,9.63%,96.29
36732,9000,8.00%,282.03
36733,9000,11.58%,297.13
36734,2000,11.26%,65.73
36735,6000,9.63%,192.57
36736,5500,8.00%,172.35
36737,24000,11.58%,792.33
36738,8000,12.84%,268.95
36739,3000,9.63%,96.29
36740,8500,11.26%,279.34
36741,20000,13.47%,678.46
36742,2800,12.53%,93.71
36743,15000,11.26%,492.95
36744,25000,11.58%,825.34
36745,15000,9.63%,481.42
36746,10800,12.21%,359.81
36747,13500,9.63%,433.28
36748,5800,9.32%,185.3
36749,4000,12.53%,133.87
36750,20000,14.11%,684.58
36751,12000,9.63%,385.14
36752,3500,7.68%,109.17
36753,1500,7.68%,46.79
36754,20000,10.95%,654.28
36755,10750,12.53%,359.77
36756,3000,12.21%,99.95
36757,4000,13.79%,136.31
36758,21000,11.26%,690.13
36759,14250,11.89%,472.59
36760,12000,13.16%,405.25
36761,24000,11.58%,792.33
36762,3200,7.68%,99.81
36763,9600,13.16%,324.2
36764,9600,13.16%,324.2
36765,3250,8.00%,101.85
36766,4000,15.37%,139.39
36767,18000,14.11%,616.12
36768,17600,17.26%,629.81
36769,10000,13.16%,337.71
36770,6000,11.89%,198.99
36771,5000,13.79%,170.38
36772,3000,9.63%,96.29
36773,1000,9.63%,32.1
36774,4500,16.00%,158.21
36775,17000,13.79%,579.29
36776,25000,16.00%,878.94
36777,13000,9.63%,417.23
36778,8000,8.00%,250.69
36779,7500,9.32%,239.61
36780,5000,12.53%,167.34
36781,7000,9.63%,224.66
36782,3000,9.32%,95.85
36783,12000,9.32%,383.37
36784,5000,11.89%,165.82
36785,2000,12.84%,67.24
36786,8000,13.79%,272.61
36787,1600,14.74%,55.26
36788,15000,9.63%,481.42
36789,14500,13.16%,317.44
36790,12000,11.89%,397.97
36791,7000,9.32%,223.63
36792,3500,13.79%,67.3
36793,24000,17.26%,521.56
36794,12075,13.47%,409.62
36795,3125,13.47%,106.01
36796,8000,13.47%,271.39
36797,2500,15.68%,87.51
36798,7750,9.32%,247.59
36799,8000,9.63%,256.76
36800,14000,9.63%,449.32
36801,7500,13.47%,254.42
36802,14000,11.89%,464.3
36803,12000,13.47%,165.38
36804,14000,17.58%,503.19
36805,1750,11.89%,58.04
36806,10400,12.21%,346.48
36807,22000,17.58%,790.73
36808,4000,14.11%,136.92
36809,18000,14.74%,621.67
36810,3000,9.32%,95.85
36811,5000,8.00%,156.69
36812,5000,7.68%,155.96
36813,3200,16.00%,112.51
36814,4500,11.89%,149.24
36815,10000,12.84%,252.14
36816,10000,12.53%,334.67
36817,9600,13.16%,324.2
36818,13000,9.32%,415.31
36819,4800,13.79%,163.57
36820,8000,12.21%,266.52
36821,13650,14.42%,469.33
36822,10000,14.42%,343.83
36823,11200,13.16%,378.23
36824,10000,13.79%,340.76
36825,15000,14.11%,513.44
36826,10800,8.00%,338.43
36827,3200,9.63%,102.71
36828,8000,8.00%,250.69
36829,2400,9.32%,76.68
36830,15250,13.16%,515.0
36831,2500,7.68%,77.98
36832,8000,9.63%,256.76
36833,16000,12.21%,533.04
36834,3000,9.32%,95.85
36835,15000,13.16%,506.56
36836,6000,12.53%,200.8
36837,10500,15.68%,367.52
36838,13000,14.74%,448.98
36839,6000,7.68%,187.15
36840,7000,13.79%,238.53
36841,7600,8.00%,238.16
36842,10000,14.74%,345.37
36843,10000,9.32%,319.47
36844,3600,7.37%,111.77
36845,3600,9.63%,115.54
36846,6000,13.16%,202.63
36847,11400,13.79%,115.86
36848,16000,16.00%,215.34
36849,6000,11.89%,198.99
36850,15200,12.21%,506.39
36851,14000,11.89%,464.3
36852,8500,13.16%,287.05
36853,10000,8.00%,313.37
36854,10200,9.32%,325.86
36855,6000,9.63%,192.57
36856,15200,12.21%,263.19
36857,10000,14.74%,268.53
36858,10800,9.63%,346.62
36859,6500,14.11%,222.49
36860,18000,12.84%,605.13
36861,20000,12.21%,666.3
36862,5800,14.11%,198.53
36863,5500,15.68%,192.51
36864,5000,8.00%,156.69
36865,15000,9.63%,481.42
36866,18000,16.00%,285.66
36867,15000,12.21%,499.73
36868,8000,9.32%,255.58
36869,9000,13.47%,305.31
36870,5400,12.84%,181.54
36871,12000,16.00%,421.89
36872,6000,13.16%,202.63
36873,1000,12.84%,33.62
36874,15000,12.84%,504.27
36875,2500,13.79%,85.19
36876,1200,14.74%,41.45
36877,15000,9.63%,481.42
36878,4000,7.68%,124.77
36879,3500,12.21%,116.61
36880,20000,14.11%,684.58
36881,6000,8.00%,188.02
36882,8200,12.21%,273.19
36883,7200,14.11%,246.45
36884,6400,11.89%,212.25
36885,9800,12.21%,326.49
36886,12000,12.21%,399.78
36887,16000,11.58%,528.22
36888,5600,8.00%,175.49
36889,1000,8.00%,31.34
36890,15000,11.89%,497.46
36891,3200,14.42%,110.03
36892,7750,9.63%,248.74
36893,9500,9.63%,304.9
36894,25000,16.63%,141.0
36895,3000,14.42%,51.58
36896,10000,12.21%,333.15
36897,9000,11.89%,50.58
36898,8500,11.89%,281.9
36899,5000,12.84%,168.09
36900,7000,12.53%,234.27
36901,25000,15.05%,867.29
36902,3800,12.53%,127.18
36903,6000,8.00%,188.02
36904,3600,7.37%,111.77
36905,18000,12.53%,602.4
36906,8000,7.68%,249.53
36907,9000,13.79%,306.68
36908,12450,16.32%,439.66
36909,4000,12.53%,133.87
36910,20000,12.84%,672.36
36911,6400,12.84%,215.16
36912,3000,15.05%,104.08
36913,10000,9.32%,319.47
36914,12000,16.63%,425.64
36915,9000,8.00%,282.03
36916,9600,15.37%,334.53
36917,18000,11.89%,596.96
36918,6600,14.42%,226.93
36919,3500,12.53%,117.14
36920,1500,9.63%,48.15
36921,2750,15.37%,95.83
36922,8000,9.32%,255.58
36923,9575,9.63%,307.31
36924,10000,9.63%,320.95
36925,2000,13.16%,67.55
36926,3600,14.11%,123.23
36927,4500,15.05%,143.97
36928,5200,10.95%,170.12
36929,15000,12.84%,504.27
36930,3600,14.11%,123.23
36931,2775,7.68%,86.56
36932,17500,7.37%,543.3
36933,14000,9.63%,449.32
36934,10000,8.00%,313.37
36935,1500,14.42%,51.58
36936,6400,13.16%,216.13
36937,25000,13.79%,851.89
36938,10000,16.63%,354.7
36939,10000,16.00%,351.58
36940,10000,9.63%,320.95
36941,4000,14.74%,138.15
36942,9000,9.32%,287.53
36943,5000,8.00%,156.69
36944,13000,16.00%,457.05
36945,9000,12.53%,301.2
36946,19200,17.26%,687.06
36947,9000,15.37%,313.62
36948,5000,15.37%,174.24
36949,18000,11.89%,596.96
36950,4000,16.00%,140.63
36951,4500,9.63%,144.43
36952,15250,14.42%,524.34
36953,12000,12.53%,401.6
36954,2000,13.79%,68.16
36955,1600,14.42%,55.02
36956,4000,15.05%,138.77
36957,14000,14.42%,481.36
36958,12000,13.47%,407.08
36959,5000,9.32%,159.74
36960,6000,15.37%,209.08
36961,8000,9.32%,255.58
36962,4500,12.21%,149.92
36963,10000,14.11%,329.46
36964,8000,12.21%,266.52
36965,9600,15.68%,328.14
36966,10000,12.84%,336.18
36967,16750,12.53%,560.56
36968,8250,9.32%,263.57
36969,12000,14.11%,410.75
36970,10000,12.53%,334.67
36971,4200,14.11%,143.77
36972,4200,17.26%,150.3
36973,10000,12.21%,333.15
36974,5600,14.42%,192.55
36975,1500,13.16%,50.66
36976,5300,7.68%,165.32
36977,7100,8.00%,222.49
36978,15000,13.47%,379.94
36979,20000,14.74%,690.74
36980,4800,8.00%,150.42
36981,7200,12.84%,242.05
36982,8000,14.74%,276.3
36983,11000,15.68%,385.02
36984,4000,15.37%,139.39
36985,9800,9.32%,313.08
36986,8000,9.32%,255.58
36987,5000,13.79%,170.38
36988,12500,11.89%,414.55
36989,4750,12.21%,158.25
36990,10000,14.11%,313.2
36991,12000,15.68%,420.02
36992,9600,13.16%,324.2
36993,12800,14.74%,442.08
36994,19650,15.37%,684.73
36995,5000,14.74%,172.69
36996,5500,14.74%,189.96
36997,12000,13.16%,405.25
36998,12000,14.74%,414.45
36999,4000,7.68%,124.77
37000,5000,13.79%,170.38
37001,12800,13.16%,432.26
37002,6000,15.68%,210.01
37003,7200,11.89%,238.79
37004,6000,12.21%,199.89
37005,10000,12.84%,336.18
37006,10000,8.00%,313.37
37007,6000,11.89%,198.99
37008,15000,16.00%,527.36
37009,10000,16.32%,353.14
37010,6250,7.68%,194.95
37011,12800,13.79%,436.17
37012,12000,9.63%,385.14
37013,4800,12.21%,159.92
37014,25000,12.53%,836.66
37015,20000,13.79%,681.51
37016,11000,13.47%,373.15
37017,20000,17.58%,718.84
37018,20000,11.89%,663.28
37019,7000,13.79%,238.53
37020,25000,15.37%,871.16
37021,17400,13.47%,590.26
37022,12000,13.47%,407.08
37023,5000,13.47%,169.62
37024,5000,14.42%,171.92
37025,2000,9.32%,63.9
37026,15000,13.16%,506.56
37027,19750,14.11%,676.02
37028,7000,9.63%,224.66
37029,12250,13.16%,413.69
